hsa-miR-200c-3p,SUZ12
hsa-miR-200c-3p,ROCK2
hsa-miR-200b-3p,ROCK2
hsa-miR-431-5p,KREMEN1
hsa-miR-139-5p,FAM162A
hsa-miR-21-5p,CLU
hsa-miR-223-3p,POLR3G
hsa-miR-223-3p,FOXO3
hsa-miR-223-3p,CDC27
hsa-miR-223-3p,SP1
hsa-miR-525-3p,ARRB1
hsa-miR-525-3p,ESD
hsa-miR-525-3p,PPIG
hsa-miR-34a-5p,KIT
hsa-miR-133b,MMP9
hsa-miR-222-3p,ADAM1A
hsa-miR-221-3p,ADAM1A
hsa-miR-221-3p,STAT5A
hsa-miR-141-3p,ZMPSTE24
hsa-miR-29a-3p,TRAF4
hsa-miR-10a-5p,PTEN
hsa-miR-130b-3p,CCNA2
hsa-miR-23b-3p,HMGA2
hsa-miR-92b-3p,PTEN
hsa-miR-107,RAD51
hsa-miR-29a-3p,CALCR
hsa-miR-29a-3p,CD93
hsa-miR-29a-3p,GPR85
hsa-miR-29a-3p,SRGAP2
hsa-miR-127-3p,SEPT7
hsa-miR-187-3p,HIPK3
hsa-miR-223-3p,CCL3
hsa-miR-223-3p,IL6
hsa-miR-223-3p,CXCL2
hsa-miR-137,TBX3
hsa-miR-137,KLF4
hsa-miR-200b-3p,PIN1
hsa-miR-573,ARHGAP26
hsa-miR-142-3p,HOXA10
hsa-miR-142-3p,HOXA7
hsa-miR-142-3p,HOXA9
hsa-miR-518d-3p,PPA1
hsa-miR-128-3p,ISL1
hsa-miR-182-5p,THBS1
hsa-miR-125b-5p,VPS51
hsa-miR-125a-5p,VPS51
hsa-miR-21-5p,TNFRSF10B
hsa-miR-206,CCND1
hsa-miR-548m,HDAC6
hsa-miR-138-5p,MAP3K11
hsa-miR-18a-5p,BCL2L10
hsa-miR-494-3p,SLC26A3
hsa-miR-200b-3p,DDX53
hsa-miR-22-3p,BMPR1B
hsa-miR-22-3p,BMP6
hsa-miR-92b-3p,RECK
hsa-miR-25-3p,HAND2
hsa-miR-21-5p,IGF1R
hsa-miR-26b-5p,IGF1R
hsa-miR-26b-5p,PTEN
hsa-miR-320a,PTEN
hsa-miR-139-5p,RHOT1
hsa-miR-139-5p,ZHX2
hsa-miR-139-5p,PIK3CA
hsa-miR-139-5p,NFKB1
hsa-miR-139-5p,HRAS
hsa-miR-297,DGUOK
hsa-miR-145-5p,RPS6KB1
hsa-miR-199a-5p,VEGFA
hsa-miR-552-3p,ERBB2
hsa-miR-541-3p,ERBB2
hsa-miR-498,ERBB2
hsa-miR-323b-5p,ERBB2
hsa-miR-193a-5p,ERBB2
hsa-miR-193a-3p,ERBB2
hsa-miR-134-5p,ERBB2
hsa-miR-181a-5p,TWIST1
hsa-miR-130a-3p,XIAP
hsa-miR-137,MTDH
hsa-miR-145-5p,CD28
hsa-miR-145-5p,NFATC1
hsa-miR-646,NOB1
hsa-miR-126-3p,ADM
hsa-miR-24-3p,WNT4
hsa-miR-27b-3p,PHB
hsa-miR-134-5p,ZDHHC9
hsa-miR-7-5p,TET2
hsa-miR-125b-5p,TET2
hsa-miR-34b-3p,TBXAS1
hsa-miR-26a-5p,TDG
hsa-miR-122-5p,AXL
hsa-miR-30c-5p,SNAI2
hsa-miR-210-3p,KCMF1
hsa-miR-27b-3p,CCNA2
hsa-miR-140-5p,MMD
hsa-miR-424-5p,PTCH1
hsa-miR-130a-3p,PPARA
hsa-miR-451a,IKBKB
hsa-miR-96-5p,SYCP1
hsa-miR-92a-3p,DNMT1
hsa-miR-20a-5p,DNMT1
hsa-miR-19b-3p,DNMT1
hsa-miR-19a-3p,DNMT1
hsa-miR-18a-5p,DNMT1
hsa-miR-17-5p,DNMT1
hsa-miR-20a-5p,PKD1
hsa-miR-214-3p,CADM1
hsa-miR-216a-5p,HNF4A
hsa-miR-143-3p,HNF4A
hsa-miR-648,MGMT
hsa-miR-767-3p,MGMT
hsa-miR-370-3p,MGMT
hsa-miR-661,MGMT
hsa-miR-1-3p,AGO1
hsa-miR-30d-5p,ATG2B
hsa-miR-30d-5p,ATG5
hsa-miR-30d-5p,ATG12
hsa-miR-30d-5p,BNIP3L
hsa-miR-30d-5p,BECN1
hsa-miR-885-5p,CASP3
hsa-miR-212-3p,IRAK4
hsa-miR-132-3p,IRAK4
hsa-miR-195-5p,Bace1
hsa-miR-146a-5p,RNF11
hsa-miR-22-3p,BTG1
hsa-miR-26a-5p,LOXL2
hsa-miR-195-5p,SMAD7
hsa-miR-155-3p,CREBRF
hsa-miR-494-3p,HOXA10
hsa-miR-17-5p,PKNOX1
hsa-miR-20a-5p,PKNOX1
hsa-miR-93-5p,RHOC
hsa-miR-106b-5p,RHOC
hsa-miR-491-3p,CDK6
hsa-miR-17-5p,TLR7
hsa-miR-27b-3p,RUNX1
hsa-miR-145-5p,ABCC1
hsa-miR-200a-5p,SOX17
hsa-miR-92b-3p,SMAD7
hsa-miR-30c-5p,JAK1
hsa-miR-519d-3p,E2F1
hsa-miR-30e-5p,CASP3
hsa-miR-625-5p,IGF2BP1
hsa-miR-409-3p,STAG2
hsa-miR-99a-5p,AKT1
hsa-miR-145-5p,SPTBN1
hsa-miR-9-5p,ATG5
hsa-miR-130a-3p,MYC
hsa-miR-193a-3p,TGFB2
hsa-miR-129-5p,NR4A2
hsa-let-7e-5p,FASLG
hsa-miR-144-3p,ETS1
hsa-miR-26b-5p,MIEN1
hsa-miR-489-3p,GSE1
hsa-miR-20a-5p,RB1CC1
hsa-miR-20b-5p,RB1CC1
hsa-miR-7-5p,VDAC1
hsa-miR-27a-3p,GATA3
hsa-miR-301b-3p,PTEN
hsa-miR-30a-5p,MBNL3
hsa-miR-30b-5p,MBNL3
hsa-miR-30e-5p,MBNL3
hsa-miR-302a-3p,MAP3K1
hsa-miR-302b-3p,MAP3K1
hsa-miR-302c-3p,MAP3K1
hsa-miR-302d-3p,MAP3K1
hsa-miR-378a-3p,GLI3
hsa-miR-125b-5p,SPHK1
hsa-miR-508-5p,GPNMB
hsa-miR-485-3p,PPARGC1A
hsa-miR-485-5p,PPARGC1A
hsa-miR-433-3p,MET
hsa-miR-187-3p,BCL6
hsa-miR-133a-3p,IGF1
hsa-miR-15a-5p,CXCL10
hsa-miR-9-5p,IL6
hsa-miR-25-3p,CPEB1
hsa-miR-34a-5p,NUMB
hsa-miR-18b-5p,IGF1
hsa-miR-1-3p,KRAS
hsa-miR-342-5p,ENG
hsa-miR-384,HSPA5
hsa-miR-486-5p,FBN1
hsa-miR-135b-5p,STAT6
hsa-miR-361-5p,CXCR6
hsa-miR-15b-5p,TRIM29
hsa-miR-26b-5p,ULK2
hsa-let-7c-5p,HSPA4
hsa-miR-26b-5p,TRAF5
hsa-miR-708-5p,SMAD3
hsa-miR-301a-3p,UVRAG
hsa-miR-24-1-5p,ANGPTL2
hsa-let-7a-3p,APOBEC3A
hsa-miR-370-3p,CTNNB1
hsa-miR-125b-5p,MMP2
hsa-miR-27a-3p,LAMP2
hsa-miR-425-5p,PDCD10
hsa-miR-93-3p,PDCD4
hsa-miR-125b-5p,MMP26
hsa-miR-26b-5p,SMAD1
hsa-miR-300,ROCK1
hsa-miR-491-5p,NOTCH3
hsa-miR-509-3-5p,FOXM1
hsa-miR-205-5p,RUNX2
hsa-miR-509-3p,YAP1
hsa-miR-409-3p,FRAT1
hsa-miR-199a-5p,SMAD3
hsa-miR-424-5p,SOCS2
hsa-miR-107,SH3GL2
hsa-miR-130a-3p,PTEN
hsa-miR-610,HDGF
hsa-miR-329-3p,GRB2
hsa-miR-26b-5p,HAS2
hsa-miR-449a,MYCN
hsa-miR-9-5p,GSK3B
hsa-miR-9-5p,PDGFRB
hsa-miR-186-5p,ABCB1
hsa-miR-23a-3p,MEF2C
hsa-miR-32-5p,TWIST1
hsa-miR-30b-5p,EIF2S1
hsa-miR-30c-5p,EIF2S1
hsa-miR-204-5p,UCA1
hsa-miR-204-5p,CREB1
hsa-miR-361-3p,SH2B1
hsa-miR-376c-3p,NR5A2
hsa-miR-23a-3p,HIP1R
hsa-miR-27b-3p,HIP1R
hsa-miR-486-5p,CDK4
hsa-miR-296-5p,ELAVL1
hsa-miR-130b-3p,NKD2
hsa-miR-143-3p,CTGF
hsa-miR-133a-3p,ZEB1
hsa-miR-200b-3p,RHOA
hsa-miR-27b-3p,PLK2
hsa-miR-27a-3p,SLC6A8
hsa-miR-193a-3p,RAB27B
hsa-miR-193a-5p,SRR
hsa-miR-193a-5p,IGF2BP1
hsa-miR-144-3p,SMAD4
hsa-miR-489-3p,SNAI2
hsa-miR-133b,FAS
hsa-miR-186-5p,SETD2
hsa-miR-139-5p,ACTC1
hsa-miR-675-5p,REPS2
hsa-miR-133b,SIRT1
hsa-miR-21-3p,RBPMS
hsa-miR-223-3p,MYL9
hsa-miR-125b-5p,SFRP5
hsa-miR-26b-3p,ESR1
hsa-miR-124-3p,NEAT1
hsa-miR-192-3p,NR1H4
hsa-miR-299-5p,ATG5
hsa-miR-30c-1-3p,NR1I2
hsa-miR-128-3p,SMAD2
hsa-miR-491-5p,IGF2BP1
hsa-miR-134-5p,RAB27A
hsa-miR-542-3p,IGFBP1
hsa-miR-221-3p,ARF4
hsa-miR-424-5p,KDM5B
hsa-miR-200b-5p,PROM1
hsa-miR-24-3p,COPS5
hsa-miR-409-3p,RECK
hsa-miR-7-5p,BAX
hsa-miR-125a-5p,MAPK14
hsa-miR-199a-5p,ETS1
hsa-miR-146a-5p,NOTCH2
hsa-miR-375,LRP5
hsa-miR-375,CTNNB1
hsa-miR-299-3p,ABCE1
hsa-miR-181b-3p,YWHAG
hsa-miR-663a,TP53
hsa-miR-663a,CDKN1A
hsa-miR-125a-5p,EDN1
hsa-miR-19a-3p,PKNOX1
hsa-miR-1207-5p,CSF1
hsa-miR-421,SIRT3
hsa-miR-34a-3p,SMAD4
hsa-miR-34a-3p,FRAT1
hsa-miR-34c-3p,NCKAP1
hsa-miR-20a-5p,TIMP2
hsa-miR-491-3p,IGFBP2
hsa-miR-491-5p,EGFR
hsa-miR-491-5p,CDK6
hsa-miR-409-3p,RSU1
hsa-miR-409-5p,RSU1
hsa-miR-409-5p,STAG2
hsa-miR-145-5p,SET
hsa-miR-145-5p,RPA1
hsa-miR-145-5p,MCM2
hsa-miR-145-5p,SPTLC1
hsa-miR-185-5p,STIM1
hsa-miR-155-5p,MAPK13
hsa-miR-30b-5p,RASAL2
hsa-miR-30c-5p,RASAL2
hsa-miR-22-3p,CCNA2
hsa-miR-708-5p,IKBKG
hsa-miR-98-5p,CHUK
hsa-miR-199a-5p,PDE4D
hsa-miR-146a-5p,RHOA
hsa-miR-505-3p,TGFA
hsa-miR-24-3p,IL4
hsa-miR-24-3p,GATA3
hsa-miR-625-5p,HMGA1
hsa-miR-130b-3p,CCDC6
hsa-miR-532-5p,CXCL2
hsa-miR-490-3p,TGFA
hsa-miR-154-5p,WNT5A
hsa-miR-26b-5p,IGF1
hsa-let-7c-5p,STAT3
hsa-miR-483-3p,SRF
hsa-miR-206,SMAD2
hsa-miR-34b-3p,PAK1
hsa-miR-34b-3p,ABCB1
hsa-miR-487a-3p,MAGI2
hsa-miR-23b-3p,CCNG1
hsa-miR-130a-3p,DLL4
hsa-miR-218-5p,HMOX1
hsa-miR-10b-5p,MBNL1
hsa-miR-10b-5p,SART3
hsa-miR-10b-5p,MBNL2
hsa-miR-10b-5p,RSRC1
hsa-miR-10b-5p,MBNL3
hsa-miR-590-5p,OLR1
hsa-miR-590-5p,SMAD3
hsa-miR-98-5p,PAK1
hsa-miR-199b-5p,SIRT1
hsa-miR-124-3p,CASC3
hsa-miR-21-5p,EGLN1
hsa-miR-590-5p,RB1
hsa-miR-539-5p,SPAG5
hsa-miR-126-5p,VEGFA
hsa-miR-129-5p,PDPK1
hsa-miR-21-5p,CADM1
hsa-miR-675-5p,ATP8A2
hsa-miR-1180-3p,TNIP2
hsa-miR-140-5p,MEG3
hsa-miR-520g-3p,DAPK2
hsa-miR-296-5p,HMGA1
hsa-miR-129-1-3p,GSK3B
hsa-miR-449a,CREB5
hsa-let-7i-5p,IL2
hsa-miR-140-5p,SNORD12C
hsa-miR-21-3p,RCBTB1
hsa-miR-21-3p,ZNF608
hsa-miR-151a-5p,SOX17
hsa-miR-4728-5p,PADI2
hsa-miR-204-5p,MX1
hsa-miR-211-5p,MX1
hsa-miR-324-5p,CD274
hsa-miR-338-5p,CD274
hsa-miR-4701-5p,ST3GAL1
hsa-miR-208a-3p,CACNA1C
hsa-miR-208b-3p,CACNA1C
hsa-miR-208a-3p,CACNB2
hsa-miR-208b-3p,CACNB2
hsa-miR-125a-5p,TAZ
hsa-miR-496,MTOR
hsa-miR-376c-3p,UGT2B15
hsa-miR-376c-3p,UGT2B17
hsa-miR-92a-3p,HDAC2
hsa-miR-206,TBX3
hsa-miR-24-3p,MAPK7
hsa-miR-486-3p,ECM1
hsa-miR-133a-3p,NR2C2
hsa-miR-103a-3p,MYCN
hsa-miR-34b-5p,MYCN
hsa-miR-449b-5p,MYCN
hsa-miR-184,AKT1
hsa-miR-184,BIN3
hsa-miR-184,PRKCB
hsa-miR-19b-3p,PKNOX1
hsa-miR-9-3p,DMD
hsa-miR-9-3p,DLG1
hsa-miR-199a-5p,SETD2
hsa-miR-592,FOXO3
hsa-miR-202-3p,TNFSF13B
hsa-miR-130b-3p,PPARA
hsa-miR-520g-3p,TCEAL1
hsa-miR-28-5p,STAT5B
hsa-miR-28-5p,TP53
hsa-miR-140-5p,FGFRL1
hsa-miR-135a-5p,FOXO1
hsa-miR-324-5p,MTFR1
hsa-miR-34a-5p,RBP2
hsa-miR-100-3p,CXCL8
hsa-miR-887-3p,IL1B
hsa-miR-34c-5p,GABRA3
hsa-miR-34c-5p,GABBR2
hsa-miR-34c-5p,GRM7
hsa-miR-212-3p,SOX11
hsa-miR-212-3p,ABCG2
hsa-miR-212-3p,ADCY1
hsa-miR-204-3p,ATF2
hsa-miR-497-5p,Reck
hsa-miR-409-3p,NLK
hsa-miR-125b-1-3p,TP53
hsa-miR-3622b-5p,EGFR
hsa-miR-3622b-5p,BMI1
hsa-miR-616-5p,GSK3B
hsa-miR-130b-3p,MST1
hsa-miR-130b-3p,SAV1
hsa-miR-106a-5p,CXCL8
hsa-miR-106a-5p,MYB
hsa-miR-9-3p,NEUROG1
hsa-miR-96-3p,GRB2
hsa-miR-206,TWIST1
hsa-miR-93-3p,DAB2
hsa-miR-21-5p,OXTR
hsa-miR-451a,OXTR
hsa-let-7c-3p,MTPN
hsa-miR-125b-5p,PHF8
hsa-miR-7-1-3p,KCNJ2
hsa-miR-335-5p,GRM4
hsa-miR-130b-3p,ERBB2
hsa-miR-182-3p,STAT5B
hsa-miR-93-3p,CCNG2
hsa-miR-30a-3p,NOTCH1
hsa-miR-34a-3p,CD274
hsa-miR-490-5p,BMPR2
hsa-miR-92a-3p,SIRT1
hsa-miR-10a-3p,IRAK4
hsa-miR-10a-3p,NR2C2
hsa-miR-10a-3p,BTRC
hsa-miR-9-5p,RUNX1
hsa-miR-185-5p,ABCG4
hsa-miR-4271,APOC3
hsa-miR-132-3p,MMP9
hsa-miR-34a-3p,MYC
hsa-miR-9-3p,NFKB1
hsa-miR-9-5p,STARD13
hsa-miR-122-5p,PEG10
hsa-miR-155-3p,FBXW7
hsa-miR-196b-5p,FOS
hsa-miR-9-5p,MYOCD
hsa-miR-339-5p,MDM2
hsa-miR-200c-3p,PTEN
hsa-miR-184,PPP1R13L
hsa-miR-140-3p,FN1
hsa-miR-202-3p,MMP1
hsa-miR-21-5p,MSLN
hsa-miR-9-3p,ABCB1
hsa-miR-339-3p,MCL1
hsa-miR-142-5p,Becn1
hsa-miR-219a-5p,T
hsa-miR-142-5p,BACH2
hsa-miR-145-5p,FXN
hsa-miR-26b-5p,JAG1
hsa-miR-29b-3p,MEN1
hsa-miR-185-5p,TG
hsa-miR-185-5p,COL1A1
hsa-miR-208a-3p,Qk
hsa-miR-208b-3p,Qk
hsa-miR-221-3p,GRB10
hsa-miR-26a-5p,PRDX3
hsa-miR-23b-3p,PRDX3
hsa-miR-200b-3p,CRKL
hsa-miR-200c-3p,CRKL
hsa-miR-429,CRKL
hsa-miR-199a-5p,CDKN1C
hsa-miR-139-3p,ELAVL1
hsa-miR-196b-5p,IGF2BP1
hsa-miR-92b-3p,ITGAV
hsa-miR-506-3p,CDH2
hsa-miR-146a-5p,NFAT5
hsa-miR-146a-5p,RHO
hsa-miR-141-5p,ICAM1
hsa-miR-141-5p,WNK1
hsa-miR-24-1-5p,WNK1
hsa-miR-133a-3p,SOX4
hsa-miR-301a-3p,TIMP2
hsa-miR-34a-5p,FKBP1B
hsa-miR-26a-5p,PLOD2
hsa-miR-30a-3p,NFATC3
hsa-miR-29c-5p,WNT4
hsa-miR-320a,PICSAR
hsa-miR-383-5p,PICSAR
hsa-miR-22-3p,ERBB2
hsa-miR-1250-3p,PTEN
hsa-miR-101-3p,GRSF1
hsa-miR-155-5p,CASP3
hsa-miR-181a-5p,RUNX1
hsa-miR-152-3p,ATG14
hsa-miR-193b-3p,KIT
hsa-miR-193a-3p,MMP14
hsa-miR-28-3p,STAT5B
hsa-miR-28-3p,TP53
hsa-miR-31-3p,E2F2
hsa-miR-98-3p,NRAS
hsa-miR-628-5p,HLA-G
hsa-miR-92b-3p,RAB23
hsa-miR-31-5p,STMN1
hsa-miR-224-5p,GSK3B
hsa-miR-125b-5p,FZD6
hsa-miR-20b-5p,FZD6
hsa-miR-877-3p,IL1B
hsa-miR-19a-3p,TLR7
hsa-miR-17-5p,TNF
hsa-miR-145-5p,CD40
hsa-miR-223-3p,ZEB1
hsa-miR-302a-3p,SDC1
hsa-miR-98-5p,CTNND1
hsa-miR-133b,GSTP1
hsa-miR-493-3p,MXI1
hsa-miR-98-5p,SLC31A1
hsa-miR-23a-3p,CHUK
hsa-miR-23a-3p,ST7L
hsa-miR-181a-5p,CEBPA
hsa-miR-20a-5p,PTPRO
hsa-miR-20a-5p,PPP2R2A
hsa-miR-17-5p,PPP2R2A
hsa-miR-483-3p,CTGF
hsa-miR-338-5p,SPRY1
hsa-miR-27b-3p,CDH5
hsa-miR-100-5p,ZNRF2
hsa-miR-29b-3p,LRP6
hsa-miR-29b-3p,ELAVL1
hsa-miR-34a-5p,NR4A2
hsa-miR-29b-3p,PATZ1
hsa-miR-135b-5p,THBS2
hsa-miR-1224-5p,CREB1
hsa-miR-487b-3p,THBS1
hsa-miR-887-3p,MDM4
hsa-miR-210-3p,PLK1
hsa-let-7a-3p,CCND1
hsa-miR-125b-5p,PODXL
hsa-miR-1-5p,EGFR
hsa-miR-23a-3p,TERF2
hsa-miR-1-5p,MET
hsa-miR-449a,MFAP4
hsa-miR-449a,PKP4
hsa-miR-449a,TSEN15
hsa-miR-216b-5p,JUN
hsa-miR-146b-3p,PER1
hsa-miR-146b-3p,NPAS4
hsa-miR-146b-3p,IRAK1
hsa-miR-133a-3p,NGFR
hsa-miR-210-3p,TWIST1
hsa-miR-29b-3p,AKT3
hsa-miR-26a-5p,TRPC6
hsa-miR-185-5p,TGFB1
hsa-miR-519d-3p,MMP2
hsa-miR-204-3p,RGS5
hsa-miR-208a-3p,QKI
hsa-miR-7-5p,RGS5
hsa-miR-9-3p,RGS5
hsa-miR-96-3p,RGS5
hsa-miR-23a-3p,RGS5
hsa-miR-23b-3p,RGS5
hsa-miR-211-3p,RGS5
hsa-miR-208b-3p,QKI
hsa-miR-93-5p,FOXO3
hsa-miR-217,DNMT1
hsa-miR-146b-5p,ERBB4
hsa-miR-9-5p,DKK1
hsa-miR-148a-3p,QKI
hsa-miR-628-5p,IRS1
hsa-miR-135a-5p,PPM1E
hsa-miR-34a-5p,GDF5
hsa-miR-7-5p,UBE2A
hsa-miR-631,UBE2C
hsa-miR-211-5p,SNAI1
hsa-miR-488-3p,EIF3A
hsa-miR-186-5p,RELA
hsa-miR-675-5p,HDAC4
hsa-miR-675-5p,HDAC5
hsa-miR-675-5p,HDAC6
hsa-miR-214-5p,IGF1R
hsa-miR-182-5p,PCDH8
hsa-miR-301a-5p,NDRG2
hsa-miR-301b-5p,NDRG2
hsa-miR-320a,AR
hsa-miR-23a-5p,TGFB2
hsa-miR-23b-5p,TGFB2
hsa-miR-145-5p,TGFB2
hsa-miR-23b-5p,TGFBR2
hsa-miR-125a-5p,SMAD2
hsa-miR-145-5p,SMAD2
hsa-miR-182-5p,NRN1
hsa-miR-4717-5p,RGS2
hsa-miR-10b-5p,CREB1
hsa-miR-363-3p,CREB1
hsa-miR-497-5p,TWIST1
hsa-miR-147a,SLC22A3
hsa-miR-429,VEGFA
hsa-miR-224-5p,RAC1
hsa-miR-153-3p,IDO1
hsa-miR-122-5p,RAC1
hsa-miR-377-3p,SOD1
hsa-miR-122-5p,ADAM17
hsa-miR-95-3p,CELF2
hsa-miR-302b-3p,MCL1
hsa-miR-744-3p,PTEN
hsa-miR-744-3p,PDCD4
hsa-miR-455-5p,NCSTN
hsa-miR-186-5p,NCSTN
hsa-miR-24-3p,NCSTN
hsa-miR-125b-5p,RPS6KA1
hsa-miR-27a-3p,IGF1
hsa-miR-23a-3p,GJA1
hsa-miR-141-3p,HIPK2
hsa-miR-22-3p,ESR1
hsa-miR-141-3p,CDC25A
hsa-miR-488-3p,SLC39A8
hsa-miR-23b-3p,PRKACB
hsa-miR-374a-5p,WNT5A
hsa-miR-548b-3p,CCNB1
hsa-miR-9-5p,CUL4A
hsa-miR-137,CUL4A
hsa-miR-421,CASP3
hsa-miR-421,CDH1
hsa-miR-193a-5p,WT1
hsa-miR-26b-5p,KPNA2
hsa-miR-320a,FOXM1
hsa-miR-744-5p,MYC
hsa-miR-497-5p,SMURF1
hsa-miR-628-3p,RUNX2
hsa-miR-372-3p,TRPS1
hsa-miR-372-3p,MBNL2
hsa-miR-372-3p,KLF13
hsa-miR-302d-3p,TRPS1
hsa-miR-302d-3p,MBNL2
hsa-miR-302d-3p,KLF13
hsa-miR-302c-3p,ESR1
hsa-miR-193b-3p,ESR1
hsa-miR-18b-5p,ESR1
hsa-miR-18a-5p,ESR1
hsa-miR-1-3p,CAND1
hsa-let-7a-5p,NRAS
hsa-miR-1-3p,SERP1
hsa-miR-1-3p,NETO2
hsa-miR-1-3p,ADAR
hsa-miR-30a-5p,NOTCH1
hsa-miR-372-3p,ERBB4
hsa-miR-19a-3p,ERBB4
hsa-miR-302d-3p,ERBB4
hsa-miR-217,NR4A2
hsa-miR-19a-3p,NR4A2
hsa-miR-302d-3p,NR4A2
hsa-miR-372-3p,NR4A2
hsa-miR-1-3p,SRXN1
hsa-miR-1-3p,KIF2A
hsa-miR-18a-5p,TGFBR2
hsa-miR-92a-3p,TGFBR2
hsa-miR-129-5p,NOTCH1
hsa-miR-148a-3p,CCKBR
hsa-miR-488-3p,POMC
hsa-miR-22-3p,BDNF
hsa-miR-22-3p,HTR2C
hsa-miR-22-3p,MAOA
hsa-miR-103a-3p,CAV1
hsa-miR-138-5p,BLCAP
hsa-miR-138-5p,MXD1
hsa-miR-24-3p,EIF2S3
hsa-miR-206,CDK4
hsa-miR-26a-5p,BAG4
hsa-miR-24-3p,MAP3K9
hsa-miR-140-5p,FZD6
hsa-miR-205-5p,EZR
hsa-miR-205-5p,LMNA
hsa-miR-140-5p,GALC
hsa-miR-140-5p,GALNT16
hsa-miR-16-1-3p,VSIR
hsa-miR-335-5p,MERTK
hsa-miR-335-5p,PTPRN2
hsa-miR-124-3p,RELA
hsa-miR-1-3p,POGK
hsa-miR-1-3p,PGM2
hsa-miR-222-3p,ETS1
hsa-miR-760,HIST1H3D
hsa-miR-760,HIST1H2AD
hsa-miR-148a-3p,IKBKB
hsa-miR-181d-5p,MALT1
hsa-miR-30a-5p,ESR2
hsa-miR-140-3p,ITGA6
hsa-miR-140-3p,MARCKSL1
hsa-miR-140-3p,COL4A1
hsa-miR-146b-5p,IRAK1
hsa-miR-31-5p,TIAM1
hsa-miR-29b-3p,ADAM12
hsa-miR-29a-3p,ADAMTS9
hsa-miR-29b-3p,NID1
hsa-miR-29a-3p,ITGA11
hsa-miR-671-5p,CDR1
hsa-miR-886-3p,CXCL12
hsa-miR-20a-5p,TCEAL1
hsa-miR-27b-3p,ST14
hsa-miR-1-3p,TWF1
hsa-miR-126-3p,TWF1
hsa-miR-1-3p,TWF2
hsa-miR-126-3p,TWF2
hsa-miR-15a-5p,CLCN3
hsa-miR-15a-5p,CRKL
hsa-miR-20a-5p,IRF2
hsa-miR-19a-3p,KIT
hsa-miR-20a-5p,KIT
hsa-miR-15a-5p,MN1
hsa-miR-29a-3p,SERPINB9
hsa-miR-22-3p,PTMS
hsa-miR-17-5p,TCEAL1
hsa-miR-20a-5p,STAT3
hsa-miR-503-5p,TNFRSF11A
hsa-miR-30c-5p,CASP3
hsa-miR-302a-3p,CCND1
hsa-miR-107,FBXW7
hsa-miR-128-3p,FBXW7
hsa-miR-302b-3p,BMI1
hsa-miR-302c-3p,CCND1
hsa-miR-302d-3p,CDK2
hsa-miR-302d-3p,CCND2
hsa-miR-15a-5p,MYB
hsa-miR-150-5p,EGR2
hsa-miR-375,RASD1
hsa-miR-16-5p,MYB
hsa-let-7b-5p,PDGFRA
hsa-miR-200b-3p,MATR3
hsa-miR-135b-5p,KLF4
hsa-miR-130a-3p,HOXA10
hsa-miR-135b-5p,MAFB
hsa-miR-130a-3p,KLF4
hsa-miR-204-5p,AP1S2
hsa-miR-204-5p,EDEM1
hsa-miR-204-5p,FZD1
hsa-miR-204-5p,RAB40B
hsa-miR-204-5p,SERINC3
hsa-miR-204-5p,TCF4
hsa-miR-21-5p,IL1B
hsa-miR-21-5p,ICAM1
hsa-miR-21-5p,PLAT
hsa-miR-29b-3p,NKIRAS2
hsa-miR-148a-3p,SERPINE1
hsa-miR-148a-3p,ITGB8
hsa-miR-148a-3p,VAV2
hsa-miR-148a-3p,ITGA5
hsa-let-7b-5p,COL3A1
hsa-let-7b-5p,CPEB1
hsa-let-7b-5p,CPEB3
hsa-let-7b-5p,ACVR1
hsa-let-7b-5p,LRIG1
hsa-let-7b-5p,CPEB4
hsa-miR-130b-3p,PDGFRA
hsa-miR-218-5p,PDGFRA
hsa-miR-494-3p,TFAM
hsa-miR-494-3p,FOXJ3
hsa-miR-134-5p,ITGB1
hsa-miR-150-5p,CBL
hsa-miR-130a-3p,SLAIN1
hsa-miR-433-3p,GBP2
hsa-miR-608,FBXO32
hsa-miR-31-5p,SP7
hsa-miR-194-5p,IL10
hsa-miR-27a-3p,RARA
hsa-miR-27a-3p,RXRA
hsa-miR-196a-5p,MAMDC2
hsa-miR-183-5p,PCLAF
hsa-miR-450a-5p,STAT1
hsa-miR-30a-5p,SKP2
hsa-miR-30a-5p,KLF9
hsa-miR-30a-5p,NEDD4L
hsa-miR-30a-5p,RAB38
hsa-miR-192-5p,H3F3A
hsa-miR-194-5p,CHD1
hsa-miR-203a-5p,UVRAG
hsa-miR-144-5p,CCNE1
hsa-miR-144-5p,CCNE2
hsa-miR-330-5p,PDE4B
hsa-miR-34a-3p,NCOR1
hsa-miR-34a-3p,PDE4B
hsa-miR-34a-3p,NCOR2
hsa-miR-107,NFIA
hsa-miR-208b-3p,CDKN1A
hsa-miR-9-5p,RAB34
hsa-let-7b-5p,HMGA1
hsa-miR-96-5p,CDKN1A
hsa-miR-29a-3p,PPM1D
hsa-miR-301a-3p,NKRF
hsa-miR-101-3p,PTGS2
hsa-miR-199a-5p,JUNB
hsa-miR-29a-3p,TET1
hsa-miR-17-5p,HIF1A
hsa-miR-126-5p,SPRED1
hsa-miR-326,MSH3
hsa-miR-221-3p,BNIP3
hsa-miR-24-3p,BRCA1
hsa-miR-24-3p,POLD1
hsa-miR-181b-5p,TCL1A
hsa-miR-663a,JUNB
